City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,isangel,-19.55,169.2667,27.38,70,23,5.11,VU,1729812777
291,hamilton,39.1834,-84.5333,14.87,67,0,0.45,US,1729812774
292,anna regina,7.2644,-58.5077,27.41,77,100,4.26,GY,1729812779
293,ambon,-3.6954,128.1814,30.49,95,40,1.54,ID,1729812781
294,kaiyuan,23.6977,103.3037,18.12,87,42,0.82,CN,1729812782
295,fort bragg,35.139,-79.006,19.75,60,0,0.0,US,1729812783
296,walvis bay,-22.9575,14.5053,14.53,88,34,1.54,NA,1729812767
297,antofagasta,-23.65,-70.4,15.6,79,25,3.63,CL,1729812566
298,fort mcmurray,56.7268,-111.381,6.77,42,100,5.66,CA,1729812786
299,nam som,17.7704,102.1895,23.13,89,55,1.14,TH,1729812789
300,nova sintra,14.8667,-24.7167,26.7,71,99,1.0,CV,1729812790
301,braslaw,55.644,27.0455,7.11,98,39,3.73,BY,1729812791
302,vilyuchinsk,52.9306,158.4028,7.15,91,100,1.83,RU,1729812792
303,valentin gomez farias,28.2167,-106.5833,25.58,20,5,2.22,MX,1729812794
304,sarmiento,-45.5882,-69.07,13.75,29,98,10.93,AR,1729812795
305,isafjordur,66.0755,-23.124,-5.97,82,39,3.65,IS,1729812796
306,susuman,62.7833,148.1667,-11.12,82,100,2.23,RU,1729812797
307,wynyard,-41.0,145.7167,13.44,61,33,3.13,AU,1729812798
308,saipan,15.1355,145.701,26.39,94,75,10.29,MP,1729812800
309,mount gambier,-37.8333,140.7667,14.17,47,72,2.73,AU,1729812801
310,kupang,-10.1667,123.5833,29.32,89,20,1.54,ID,1729812687
311,port blair,11.6667,92.75,25.02,94,40,1.03,IN,1729812803
312,amga,60.8953,131.9608,-8.31,93,100,1.89,RU,1729812804
313,sisimiut,66.9395,-53.6735,-0.38,77,100,7.79,GL,1729812805
314,belize city,17.4995,-88.1976,28.01,84,75,1.54,BZ,1729812632
315,santa elena de uairen,4.6167,-61.1333,20.96,83,82,1.37,VE,1729812808
316,pisco,-13.7,-76.2167,18.9,82,0,6.17,PE,1729812809
317,shippensburg,40.0507,-77.5203,11.87,60,0,1.92,US,1729812745
318,altamira,-3.2033,-52.2064,28.05,74,0,0.0,BR,1729812811
319,yarmouth,41.7057,-70.2286,15.63,77,20,7.6,US,1729812812
320,zhoukou,33.6333,114.6333,14.12,69,96,2.93,CN,1729812813
321,vargem grande,-3.5431,-43.9158,25.78,73,45,2.94,BR,1729812815
322,shimoda,34.6667,138.95,21.11,85,100,7.69,JP,1729812816
323,zouerate,22.7187,-12.4521,26.59,22,0,4.24,MR,1729812817
324,damghan,36.1683,54.348,9.56,75,100,3.87,IR,1729812818
325,anchorage,61.2181,-149.9003,1.3,67,100,4.63,US,1729812819
326,fauske,67.2588,15.3918,11.64,87,100,3.71,NO,1729812820
327,kavaratti,10.5669,72.642,27.4,82,98,1.68,IN,1729812822
328,valle de la pascua,9.2155,-66.0073,27.0,71,89,1.94,VE,1729812823
329,hobyo,5.3505,48.5268,25.57,87,5,7.55,SO,1729812824
330,esmeraldas,-19.7625,-44.3139,20.39,96,100,1.92,BR,1729812825
331,katsuura,35.1333,140.3,20.57,88,100,9.54,JP,1729812826
332,umm kaddadah,13.6017,26.6876,26.72,15,25,6.69,SD,1729812828
333,mizan teferi,6.9833,35.5833,16.31,96,44,1.31,ET,1729812829
334,keflavik,64.0049,-22.5624,0.24,100,40,2.57,IS,1729812830
335,tofol,5.3248,163.0078,27.88,89,75,4.12,FM,1729812831
336,gembu,6.7,11.2667,16.67,94,86,0.86,NG,1729812832
337,la jolla,32.8473,-117.2742,26.84,66,0,3.6,US,1729812833
338,deniliquin,-35.5333,144.9667,15.19,35,17,5.57,AU,1729812835
339,hibbing,47.4272,-92.9377,7.83,96,100,2.06,US,1729812836
340,pacocha,-17.5833,-71.3333,17.46,86,0,1.69,PE,1729812837
341,howard springs,-12.497,131.047,32.15,68,53,0.82,AU,1729812838
342,madang,-5.2246,145.7966,26.88,85,100,0.97,PG,1729812839
343,nemuro,43.3236,145.575,12.79,71,100,5.03,JP,1729812840
344,naha,26.2125,127.6811,28.15,89,75,5.14,JP,1729812842
345,papao,-17.75,-149.55,28.82,77,97,11.85,PF,1729812843
346,balabac,7.9868,117.0645,27.36,82,99,8.37,PH,1729812844
347,tosya,41.0155,34.0401,6.47,78,60,0.48,TR,1729812845
348,conde,-7.2597,-34.9075,25.7,73,20,4.63,BR,1729812846
349,basco,20.4487,121.9702,28.46,86,89,13.68,PH,1729812848
350,joshimath,30.5667,79.5667,9.79,43,0,3.03,IN,1729812849
351,darwin,-12.4611,130.8418,32.19,74,20,1.03,AU,1729812682
352,ola,59.5833,151.2833,-3.17,91,100,8.4,RU,1729812851
353,kalawit,8.0667,122.5167,27.26,84,100,4.24,PH,1729812852
354,vallenar,-28.5708,-70.7581,19.92,37,0,1.08,CL,1729812754
355,hats'avan,39.4641,45.9705,1.95,57,54,1.03,AM,1729812855
356,lata,40.1629,-8.3327,12.78,89,100,3.09,PT,1729812856
357,palamedu,10.1167,78.1167,23.95,89,90,1.23,IN,1729812857
358,ferokh,11.1833,75.85,23.58,100,40,1.03,IN,1729812859
359,barah,13.7,30.3667,28.31,14,49,6.83,SD,1729812860
360,tabou,4.423,-7.3528,25.13,88,70,2.27,CI,1729812608
361,colonia,50.9333,6.95,12.2,84,0,3.09,DE,1729812864
362,gadzhiyevo,69.2551,33.3362,2.35,86,56,4.9,RU,1729812865
363,acarau,-2.8856,-40.12,25.59,82,100,8.85,BR,1729812866
364,wanning,18.8003,110.3967,21.46,69,67,3.28,CN,1729812868
365,kulhudhuffushi,6.6221,73.07,28.05,79,100,8.55,MV,1729812869
366,zvishavane,-20.3267,30.0665,19.24,84,0,1.56,ZW,1729812870
367,taksimo,56.3444,114.8794,-10.04,79,33,1.51,RU,1729812871
368,smithers,54.7804,-127.1743,7.18,57,40,1.54,CA,1729812872
369,havre,49.5833,0.3333,15.22,94,0,3.09,FR,1729812873
370,bonthe,7.5264,-12.505,23.87,94,100,1.61,SL,1729812875
371,la foa,-21.7108,165.8276,28.76,46,70,1.55,NC,1729812876
372,mount pearl,47.5166,-52.7813,16.29,95,100,5.66,CA,1729812877
373,lobujya,27.95,86.8167,-10.3,26,0,2.58,NP,1729812878
374,verkhnevilyuysk,63.4453,120.3167,-14.78,95,92,2.28,RU,1729812879
375,bahau,2.8079,102.4049,27.39,93,87,0.56,MY,1729812880
376,al kharijah,25.4514,30.5464,17.27,17,0,3.88,EG,1729812882
377,tromso,69.6496,18.957,9.01,81,75,10.8,NO,1729812883
378,sassandra,4.95,-6.0833,24.43,93,51,1.69,CI,1729812884
379,andergrove,-21.0833,149.1833,26.65,64,10,3.25,AU,1729812790
380,geneina,13.45,22.45,23.9,21,11,5.9,SD,1729812888
381,suwayr,30.1171,40.3893,12.81,30,0,3.76,SA,1729812889
382,znamenskoye,57.1281,73.8282,5.44,93,100,4.61,RU,1729812890
383,nuuk,64.1835,-51.7216,-0.66,100,100,5.14,GL,1729812891
384,kachkanar,58.7,59.4948,3.35,83,100,2.66,RU,1729812892
385,ketchikan,55.3422,-131.6461,9.26,66,75,3.09,US,1729812895
386,colinton,55.9074,-3.2561,9.83,84,24,1.34,GB,1729812896
387,labasa,-16.4167,179.3833,27.84,75,83,4.54,FJ,1729812897
388,victoria point,-27.5833,153.3,27.92,45,41,1.34,AU,1729812898
389,kampung sungai ara,5.327,100.2735,26.95,83,40,1.03,MY,1729812899
390,charleville-mezieres,49.7667,4.7167,11.75,96,100,2.2,FR,1729812900
391,remire-montjoly,4.9167,-52.2667,27.02,83,0,1.54,GF,1729812902
392,tibanbang,6.6315,126.1055,28.78,66,95,1.79,PH,1729812903
393,carutapera,-1.195,-46.02,26.61,77,92,4.84,BR,1729812904
394,banska bystrica,48.5,19.5,7.72,72,0,0.94,SK,1729812905
395,sylvan lake,52.3168,-114.0853,6.76,51,75,1.03,CA,1729812906
396,cockburn town,21.4612,-71.1419,28.25,75,27,7.68,TC,1729812908
397,aasiaat,68.7098,-52.8699,-0.21,62,100,8.94,GL,1729812909
398,encheng,22.1839,112.3026,20.13,57,97,2.18,CN,1729812910
399,nabire,-3.3667,135.4833,28.18,63,98,0.53,ID,1729812911
400,chenzhou,25.8,113.0333,14.38,76,68,0.81,CN,1729812912
401,dakhla,23.6848,-15.958,21.0,77,0,6.49,EH,1729812913
402,bardai,11.65,7.2333,23.13,29,94,2.66,NG,1729812915
403,tadine,-21.55,167.8833,26.27,69,55,3.42,NC,1729812916
404,tulagi,-9.0996,160.1476,27.46,79,71,3.04,SB,1729812917
405,khark,29.2614,50.3306,25.35,39,37,10.07,IR,1729812918
406,alice springs,-23.7,133.8833,22.75,21,60,7.2,AU,1729812685
407,la'ie,21.6477,-157.9253,30.98,69,30,3.96,US,1729812921
408,mukalla,14.5425,49.1242,26.81,79,3,3.54,YE,1729812922
409,la junta,37.985,-103.5438,23.16,27,0,12.35,US,1729812754
410,bridgewater,44.3835,-64.5155,15.38,88,100,4.12,CA,1729812680
411,taroa,8.7058,171.2275,28.77,71,81,3.72,MH,1729812925
412,renon - ritten,46.5415,11.4573,10.46,94,100,0.12,IT,1729812927
413,akdepe,42.0551,59.3788,10.46,57,2,3.73,TM,1729812928
414,kapoeta,4.7717,33.5903,26.29,54,28,0.33,SS,1729812929
415,ixtapa,20.7,-105.2,30.68,70,40,4.12,MX,1729812930
416,yeniseysk,58.4497,92.1703,1.28,99,100,2.24,RU,1729812931
417,lospalos,-8.5186,127.0025,29.3,52,21,2.08,TL,1729812933
418,al jubayl,27.0112,49.6583,24.54,59,82,9.72,SA,1729812934
419,juan griego,11.0817,-63.9655,23.07,100,98,5.66,VE,1729812935
420,yinchuan,38.4681,106.2731,13.22,62,84,0.95,CN,1729812936
421,chernyshevskiy,63.0128,112.4714,-16.73,100,94,1.18,RU,1729812937
422,dauphin,51.1494,-100.0502,8.08,66,75,6.17,CA,1729812938
423,luderitz,-26.6481,15.1594,15.05,78,3,9.49,NA,1729812939
424,champerico,14.3,-91.9167,28.32,76,47,2.56,GT,1729812941
425,aromashevo,56.8602,68.6375,4.97,97,100,2.26,RU,1729812942
426,roquetas de mar,36.7642,-2.6148,20.9,80,34,1.64,ES,1729812943
427,nishinoomote,30.7333,131.0,23.31,100,75,4.12,JP,1729812944
428,san nicolas de bari,22.7844,-81.9133,23.67,82,29,4.2,CU,1729812945
429,tomatlan,19.9333,-105.25,28.04,83,3,2.46,MX,1729812677
430,pine bluff,34.2284,-92.0032,28.96,38,0,3.6,US,1729812770
431,temax,21.15,-88.9333,22.83,77,10,1.41,MX,1729812950
432,boende,-0.2167,20.8667,22.57,95,96,1.27,CD,1729812951
433,panguipulli,-39.6333,-72.3333,8.24,99,100,1.28,CL,1729812952
434,sayan,-11.1361,-77.1933,22.08,68,7,1.15,PE,1729812953
435,andovoranto,-18.95,49.1,19.37,90,99,1.96,MG,1729812955
436,taruma,-22.7467,-50.5772,23.18,79,72,1.93,BR,1729812956
437,micheweni,-4.9667,39.8333,24.72,83,2,3.83,TZ,1729812957
438,hobe sound,27.0595,-80.1364,24.99,83,40,3.09,US,1729812829
439,nelson bay,-32.7167,152.15,19.5,69,59,1.79,AU,1729812959
440,tikhvin,59.6451,33.5294,3.76,97,22,1.97,RU,1729812961
441,mega,4.05,38.3,19.28,59,100,4.77,ET,1729812962
442,elliot,-31.3333,27.85,11.33,82,11,0.87,ZA,1729812963
443,mafinga,-7.25,35.0667,22.73,55,66,2.23,TZ,1729812964
444,maceio,-9.6658,-35.7353,23.69,88,20,3.09,BR,1729812803
445,port moresby,-9.4431,147.1797,28.68,70,40,2.06,PG,1729812696
446,argo,37.6333,22.7333,13.82,66,6,2.65,GR,1729812968
447,regina,50.4501,-104.6178,6.99,60,75,9.26,CA,1729812960
448,polyarnyy,69.1989,33.4478,2.48,85,60,4.79,RU,1729812970
449,carnaiba,-8.7,-37.6667,24.89,59,49,7.41,BR,1729812971
450,mirnyy,62.5353,113.9611,-12.23,97,97,1.8,RU,1729812972
451,saint-paul,-21.0096,55.2707,22.05,79,87,1.0,RE,1729812974
452,touros,-5.1989,-35.4608,25.09,76,76,7.25,BR,1729812975
453,cajati,-24.7361,-48.1228,25.8,79,50,1.21,BR,1729812874
454,santiago de cao,-7.9589,-79.2392,18.07,88,40,4.12,PE,1729812977
455,shahr sultan,29.5765,71.0212,24.47,25,0,1.68,PK,1729812978
456,lucheng,31.2336,117.2806,15.64,77,85,4.03,CN,1729812979
457,nueva gerona,21.8833,-82.8,26.89,74,10,3.48,CU,1729812981
458,bosaso,11.2842,49.1816,28.46,78,26,0.57,SO,1729812982
459,lhasa,29.65,91.1,4.36,77,2,1.79,CN,1729812983
460,suining,30.508,105.5733,19.87,83,97,1.8,CN,1729812984
461,rolla,37.9514,-91.7713,23.34,49,0,5.14,US,1729812985
462,wellington,-41.2866,174.7756,16.81,88,100,9.77,NZ,1729812821
463,katabu,-4.9333,122.5167,29.09,65,52,1.49,ID,1729812988
464,kostomuksha,64.571,30.5767,1.65,86,65,1.61,RU,1729812989
465,kampene,-3.6,26.6667,20.8,97,100,1.01,CD,1729812990
466,dhidhdhoo,6.8833,73.1,28.11,79,100,8.45,MV,1729812991
467,ternate,0.8,127.4,27.94,77,74,3.93,ID,1729812993
468,carrigaline,51.8117,-8.3986,13.12,100,75,3.09,IE,1729812995
469,namibe,-15.1961,12.1522,19.49,82,73,3.52,AO,1729812996
470,chardara,41.2547,67.9692,11.52,55,0,3.5,KZ,1729812997
471,robertsport,6.7533,-11.3686,24.53,90,85,1.57,LR,1729812998
472,grand falls-windsor,48.9332,-55.6649,15.28,88,100,1.59,CA,1729812999
473,san juan de miraflores,-12.1629,-76.9635,20.65,74,64,3.92,PE,1729813000
474,vila franca do campo,37.7167,-25.4333,18.27,99,21,5.78,PT,1729813002
475,sagua de tanamo,20.5819,-75.2414,24.47,95,45,1.21,CU,1729813003
476,happy valley-goose bay,53.3168,-60.3315,3.17,65,20,3.6,CA,1729813004
477,gamboma,-1.8764,15.8644,22.59,93,97,1.82,CG,1729813005
478,puerto deseado,-47.7503,-65.8938,7.6,83,91,14.32,AR,1729813006
479,belmonte,-15.8631,-38.8828,25.2,84,84,5.59,BR,1729813007
480,richards bay,-28.783,32.0377,19.56,91,0,1.3,ZA,1729813009
481,muisne,0.6,-80.0333,24.22,82,75,4.06,EC,1729813010
482,boone,39.0334,-92.3335,22.69,45,23,7.23,US,1729812897
483,charlotte amalie,18.3419,-64.9307,28.85,79,40,2.06,VI,1729813012
484,selfoss,63.9331,-20.9971,-2.2,79,6,2.0,IS,1729813013
485,sidi okba,34.7451,5.8983,21.16,60,0,1.03,DZ,1729813014
486,imbituba,-28.24,-48.6703,21.49,93,63,2.89,BR,1729813016
487,pulandian,39.3953,121.9669,14.14,79,0,1.58,CN,1729813017
488,khorixas,-20.3667,14.9667,18.7,39,0,0.89,NA,1729813018
489,xichang,27.8964,102.2634,15.57,92,74,0.56,CN,1729813014
490,toliara,-23.35,43.6667,24.11,86,97,2.25,MG,1729813020
491,alofi,-19.0595,-169.9187,25.94,78,40,5.66,NU,1729813021
492,sol'-iletsk,51.1631,54.9918,7.13,70,68,3.16,RU,1729813023
493,shelbyville,35.4834,-86.4603,20.06,50,0,1.54,US,1729813024
494,kaintragarh,20.7167,84.5333,22.52,92,98,4.71,IN,1729813025
495,tarawa,1.419,172.984,31.05,70,40,4.63,KI,1729813026
496,vel'sk,61.0701,42.0983,4.18,83,92,3.56,RU,1729813028
497,pervomayskoye,43.919,46.7102,11.18,86,68,4.49,RU,1729813029
498,gypsum,39.6469,-106.9517,17.31,29,0,4.63,US,1729813030
499,lindsay,36.203,-119.0882,25.99,38,0,0.0,US,1729812769
500,onguday,50.75,86.15,1.8,89,100,2.08,RU,1729813032
501,valparaiso,-33.0393,-71.6273,17.8,77,0,5.14,CL,1729812850
502,twon-brass,4.3151,6.2418,26.47,82,98,4.03,NG,1729813035
503,suva,-18.1416,178.4415,28.71,79,75,6.17,FJ,1729813036
504,klaksvik,62.2266,-6.589,8.83,82,100,8.85,FO,1729813037
505,nizhneangarsk,55.7833,109.55,-9.22,77,17,1.86,RU,1729813038
506,woolgoolga,-30.1106,153.2007,19.97,66,25,8.26,AU,1729813039
507,mogocha,53.7333,119.7667,-6.96,81,25,1.63,RU,1729813040
508,cromer,52.9312,1.2989,11.19,91,1,4.45,GB,1729813042
509,mountain home,43.133,-115.6912,11.19,40,0,2.06,US,1729813044
510,huaibei,33.9744,116.7917,13.12,69,98,3.47,CN,1729813046
511,leninskoye,41.7589,69.3864,9.01,44,0,2.78,KZ,1729813048
512,sandnessjoen,66.0217,12.6316,11.7,79,100,15.72,NO,1729813049
513,benghazi,32.1167,20.0667,20.16,65,30,4.13,LY,1729813050
514,navashino,55.5292,42.2003,4.2,91,94,3.1,RU,1729813051
515,marsa alam,25.0757,34.8918,22.69,45,0,4.45,EG,1729813052
516,muynoq,43.7683,59.0214,10.16,62,53,4.05,UZ,1729812795
517,qingshuping,27.3817,112.0221,15.25,58,5,1.59,CN,1729813056
518,tselinnoye,53.0833,85.6667,6.49,88,100,6.71,RU,1729813057
519,njombe,-9.3333,34.7667,13.09,93,37,1.65,TZ,1729813058
520,mitsamiouli,-11.3847,43.2844,25.59,77,22,1.73,KM,1729813059
521,zaranj,30.9667,61.8833,20.2,37,78,1.49,AF,1729813060
522,salinopolis,-0.6136,-47.3561,27.3,78,84,6.84,BR,1729813062
523,el nido,11.1858,119.3956,27.86,89,100,2.24,PH,1729813063
524,rovaniemi,66.5,25.7167,2.67,100,100,3.09,FI,1729813064
525,qui nhon,13.7667,109.2333,24.27,81,100,1.92,VN,1729813066
526,berezovyy,51.6667,135.7,0.42,59,100,2.14,RU,1729813067
527,tabas,33.5959,56.9244,19.12,88,100,1.03,IR,1729813069
528,i-n-salah,27.1935,2.4607,24.13,31,0,2.54,DZ,1729813070
529,morondava,-20.2833,44.2833,25.26,82,21,2.64,MG,1729813071
530,yanbu,24.0891,38.0637,26.02,65,0,0.0,SA,1729813072
531,taro,-8.3862,115.28,23.92,78,28,1.13,ID,1729813073
532,general pinedo,-27.3167,-61.2833,23.73,40,0,7.17,AR,1729813074
533,palangkaraya,-2.2,113.8333,27.59,76,90,0.99,ID,1729813076
534,nyurba,63.2842,118.3319,-12.85,96,96,1.32,RU,1729813077
535,nadi,-17.8,177.4167,30.0,62,20,4.12,FJ,1729813079
536,kutum,14.2,24.6667,21.67,22,32,4.86,SD,1729813080
537,chagoda,59.164,35.3285,3.61,95,38,3.12,RU,1729813082
538,the bottom,17.6259,-63.2492,27.47,77,100,6.41,BQ,1729813085
539,velizh,55.6056,31.1967,8.76,86,89,3.79,RU,1729813086
540,justo daract,-33.8594,-65.1828,19.06,45,0,2.85,AR,1729813087
541,revda,56.801,59.9303,4.36,87,100,4.32,RU,1729813088
542,sur,22.5667,59.5289,27.26,57,3,4.49,OM,1729813089
543,yanam,16.7333,82.2167,19.28,85,69,2.02,IN,1729813091
544,queenstown,-31.8976,26.8753,13.69,77,20,1.95,ZA,1729813092
545,shantobe,52.4581,68.1839,6.16,76,84,11.17,KZ,1729813093
546,guarapari,-20.6667,-40.4975,24.8,77,17,8.0,BR,1729812515
547,at taj,24.2049,23.2857,16.63,49,0,4.29,LY,1729813095
548,alamosa,37.4695,-105.87,20.99,18,0,3.6,US,1729813096
549,salalah,17.0151,54.0924,28.05,83,75,1.54,OM,1729813098
550,aioun,16.6614,-9.6149,30.4,18,100,3.97,MR,1729813099
551,los llanos de aridane,28.6585,-17.9182,20.86,77,75,4.63,ES,1729812996
552,broome,42.2506,-75.833,7.59,67,0,3.09,US,1729813101
553,coquimbo,-29.9533,-71.3436,14.85,88,20,1.54,CL,1729812343
554,neelankarai,12.9455,80.2575,27.74,90,40,4.63,IN,1729813103
555,warangal,18.0,79.5833,20.52,79,98,2.9,IN,1729813105
556,mont-laurier,46.5501,-75.4993,4.14,57,22,0.36,CA,1729812901
557,sault ste. marie,46.5168,-84.3333,11.9,66,0,2.57,CA,1729812899
558,oranjemund,-28.55,16.4333,13.79,94,16,6.36,NA,1729812939
559,ishigaki,24.3448,124.1572,28.07,94,75,4.12,JP,1729813109
560,lycksele,64.5954,18.6735,1.93,93,100,1.03,SE,1729813110
561,noosa heads,-26.3833,153.15,24.97,50,15,2.27,AU,1729813112
562,harper,4.375,-7.7169,25.1,89,68,2.5,LR,1729813113
563,skidaway island,31.9349,-81.0471,24.06,70,0,2.57,US,1729813115
564,island harbour,50.724,-1.2758,15.57,92,52,2.68,GB,1729813116
565,soro,21.2881,86.6858,24.77,94,100,11.56,IN,1729813117
566,sola,-13.8833,167.55,26.94,80,25,5.75,VU,1729813118
567,laguna,38.421,-121.4238,25.02,27,0,2.06,US,1729813120
568,bronderslev,57.2702,9.941,8.92,94,100,3.87,DK,1729813121
569,biltine,14.5333,20.9167,26.38,21,12,3.42,TD,1729813122
570,shanwei,22.782,115.3475,22.81,47,100,5.08,CN,1729813123
571,pauini,-7.7136,-66.9764,27.59,68,85,1.01,BR,1729813124
572,myrzakent,40.6667,68.5333,10.17,62,0,2.3,KZ,1729813126
573,valdosta,30.8327,-83.2785,24.95,68,0,0.0,US,1729813123
574,mpika,-11.8343,31.4529,19.02,46,67,3.03,ZM,1729813128
575,zhuanghe,39.7008,122.9911,13.89,85,1,0.96,CN,1729813129
576,spirovo,57.419,34.9766,6.22,87,49,4.4,RU,1729813132
577,gunnedah,-30.9833,150.25,20.3,20,0,4.47,AU,1729813133
578,kashkhatau,43.3185,43.608,8.31,81,98,1.28,RU,1729813134
579,maraba,-5.3686,-49.1178,30.1,66,0,1.54,BR,1729813135
580,sao joao da barra,-21.6403,-41.0511,24.62,84,49,11.54,BR,1729813137
581,bolobo,-2.1667,16.2333,23.01,91,79,0.81,CD,1729813138
582,itaocara,-21.6692,-42.0761,24.5,86,99,1.33,BR,1729813139
583,coxim,-18.5067,-54.76,30.44,50,59,2.12,BR,1729813141
